id,tokens,tags
5914_aug0,"['The', 'data', 'suggest', 'that', 'ras', 'constitutively', 'increases', 'ICP10', 'activity', ',', 'and', 'its', 'TM', 'segment', 'plays', 'a', 'critical', 'role', 'in', 'transformation', '-', 'related', 'signaling', 'pathways', '.']","['O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5914_aug1,"['The', 'data', 'suggest', 'that', 'Raf', 'constitutively', 'increases', 'Raf', 'activity', ',', 'and', 'its', 'TM', 'segment', 'plays', 'a', 'critical', 'role', 'in', 'transformation', '-', 'related', 'signaling', 'pathways', '.']","['O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5914_aug2,"['The', 'data', 'suggest', 'that', 'MAPK', 'constitutively', 'increases', 'MAPK', 'activity', ',', 'and', 'its', 'TM', 'segment', 'plays', 'a', 'critical', 'role', 'in', 'transformation', '-', 'related', 'signaling', 'pathways', '.']","['O', 'O', 'O', 'O', 'B-Disease', 'O', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5914_aug3,"['The', 'data', 'suggest', 'that', 'c', '-', 'Myb', 'c', '-', 'Myb', 'increases', 'ras', 'activity', ',', 'and', 'its', 'TM', 'segment', 'plays', 'a', 'critical', 'role', 'in', 'transformation', '-', 'related', 'signaling', 'pathways', '.']","['O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'I-Disease', 'B-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5914_aug4,"['The', 'data', 'suggest', 'that', 'human', 'p53', 'constitutively', 'human', 'p53', 'ras', 'activity', ',', 'and', 'its', 'TM', 'segment', 'plays', 'a', 'critical', 'role', 'in', 'transformation', '-', 'related', 'signaling', 'pathways', '.']","['O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5298_aug0,"['The', 'expression', 'of', 'this', 'clone', 'in', 'a', 'mik1', '/', 'wee1', '-', 'deficient', 'mutant', 'causes', 'an', 'elongated', 'cell', 'phenotype', 'under', 'non', '-', 'permissive', 'growth', 'conditions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5298_aug1,"['The', 'expression', 'of', 'this', 'clone', 'in', 'a', 'Mac1p', 'mutant', 'Mac1p', 'mutant', 'mik1', '-', 'deficient', 'mutant', 'causes', 'an', 'elongated', 'cell', 'phenotype', 'under', 'non', '-', 'permissive', 'growth', 'conditions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'I-Disease', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5298_aug2,"['The', 'expression', 'of', 'this', 'clone', 'in', 'a', 'Cu', '(', 'Cu', '(', 'I', ')', 'transport', 'genes', ')', 'transport', 'genes', '/', 'mik1', '-', 'deficient', 'mutant', 'causes', 'an', 'elongated', 'cell', 'phenotype', 'under', 'non', '-', 'permissive', 'growth', 'conditions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'B-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'I-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5298_aug3,"['The', 'expression', 'of', 'this', 'clone', 'in', 'a', 'CUP1', '/', 'CUP1', '-', 'deficient', 'mutant', 'causes', 'an', 'elongated', 'cell', 'phenotype', 'under', 'non', '-', 'permissive', 'growth', 'conditions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5298_aug4,"['The', 'expression', 'of', 'this', 'clone', 'in', 'a', 'mcs4', '/', 'mcs4', '-', 'deficient', 'mutant', 'causes', 'an', 'elongated', 'cell', 'phenotype', 'under', 'non', '-', 'permissive', 'growth', 'conditions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'O', 'B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
